Country Name;1960 - GDP per capita growth (annual %);1960 - Energy use (kg of oil equivalent per capita);1960 - CO2 emissions (metric tons per capita);1960 - Final consumption expenditure (annual % growth);1960 - Industry (including construction), value added (annual % growth);1960 - Manufacturing, value added (annual % growth);1960 - Urban population (% of total population);1960 - Merchandise exports (current US$);1960 - Merchandise imports (current US$);1960 - Population growth (annual %);1961 - GDP per capita growth (annual %);1961 - Energy use (kg of oil equivalent per capita);1961 - CO2 emissions (metric tons per capita);1961 - Final consumption expenditure (annual % growth);1961 - Industry (including construction), value added (annual % growth);1961 - Manufacturing, value added (annual % growth);1961 - Urban population (% of total population);1961 - Merchandise exports (current US$);1961 - Merchandise imports (current US$);1961 - Population growth (annual %);1962 - GDP per capita growth (annual %);1962 - Energy use (kg of oil equivalent per capita);1962 - CO2 emissions (metric tons per capita);1962 - Final consumption expenditure (annual % growth);1962 - Industry (including construction), value added (annual % growth);1962 - Manufacturing, value added (annual % growth);1962 - Urban population (% of total population);1962 - Merchandise exports (current US$);1962 - Merchandise imports (current US$);1962 - Population growth (annual %);1963 - GDP per capita growth (annual %);1963 - Energy use (kg of oil equivalent per capita);1963 - CO2 emissions (metric tons per capita);1963 - Final consumption expenditure (annual % growth);1963 - Industry (including construction), value added (annual % growth);1963 - Manufacturing, value added (annual % growth);1963 - Urban population (% of total population);1963 - Merchandise exports (current US$);1963 - Merchandise imports (current US$);1963 - Population growth (annual %);1964 - GDP per capita growth (annual %);1964 - Energy use (kg of oil equivalent per capita);1964 - CO2 emissions (metric tons per capita);1964 - Final consumption expenditure (annual % growth);1964 - Industry (including construction), value added (annual % growth);1964 - Manufacturing, value added (annual % growth);1964 - Urban population (% of total population);1964 - Merchandise exports (current US$);1964 - Merchandise imports (current US$);1964 - Population growth (annual %);1965 - GDP per capita growth (annual %);1965 - Energy use (kg of oil equivalent per capita);1965 - CO2 emissions (metric tons per capita);1965 - Final consumption expenditure (annual % growth);1965 - Industry (including construction), value added (annual % growth);1965 - Manufacturing, value added (annual % growth);1965 - Urban population (% of total population);1965 - Merchandise exports (current US$);1965 - Merchandise imports (current US$);1965 - Population growth (annual %);1966 - GDP per capita growth (annual %);1966 - Energy use (kg of oil equivalent per capita);1966 - CO2 emissions (metric tons per capita);1966 - Final consumption expenditure (annual % growth);1966 - Industry (including construction), value added (annual % growth);1966 - Manufacturing, value added (annual % growth);1966 - Urban population (% of total population);1966 - Merchandise exports (current US$);1966 - Merchandise imports (current US$);1966 - Population growth (annual %);1967 - GDP per capita growth (annual %);1967 - Energy use (kg of oil equivalent per capita);1967 - CO2 emissions (metric tons per capita);1967 - Final consumption expenditure (annual % growth);1967 - Industry (including construction), value added (annual % growth);1967 - Manufacturing, value added (annual % growth);1967 - Urban population (% of total population);1967 - Merchandise exports (current US$);1967 - Merchandise imports (current US$);1967 - Population growth (annual %);1968 - GDP per capita growth (annual %);1968 - Energy use (kg of oil equivalent per capita);1968 - CO2 emissions (metric tons per capita);1968 - Final consumption expenditure (annual % growth);1968 - Industry (including construction), value added (annual % growth);1968 - Manufacturing, value added (annual % growth);1968 - Urban population (% of total population);1968 - Merchandise exports (current US$);1968 - Merchandise imports (current US$);1968 - Population growth (annual %);1969 - GDP per capita growth (annual %);1969 - Energy use (kg of oil equivalent per capita);1969 - CO2 emissions (metric tons per capita);1969 - Final consumption expenditure (annual % growth);1969 - Industry (including construction), value added (annual % growth);1969 - Manufacturing, value added (annual % growth);1969 - Urban population (% of total population);1969 - Merchandise exports (current US$);1969 - Merchandise imports (current US$);1969 - Population growth (annual %);1970 - GDP per capita growth (annual %);1970 - Energy use (kg of oil equivalent per capita);1970 - CO2 emissions (metric tons per capita);1970 - Final consumption expenditure (annual % growth);1970 - Industry (including construction), value added (annual % growth);1970 - Manufacturing, value added (annual % growth);1970 - Urban population (% of total population);1970 - Merchandise exports (current US$);1970 - Merchandise imports (current US$);1970 - Population growth (annual %);1971 - GDP per capita growth (annual %);1971 - Energy use (kg of oil equivalent per capita);1971 - CO2 emissions (metric tons per capita);1971 - Final consumption expenditure (annual % growth);1971 - Industry (including construction), value added (annual % growth);1971 - Manufacturing, value added (annual % growth);1971 - Urban population (% of total population);1971 - Merchandise exports (current US$);1971 - Merchandise imports (current US$);1971 - Population growth (annual %);1972 - GDP per capita growth (annual %);1972 - Energy use (kg of oil equivalent per capita);1972 - CO2 emissions (metric tons per capita);1972 - Final consumption expenditure (annual % growth);1972 - Industry (including construction), value added (annual % growth);1972 - Manufacturing, value added (annual % growth);1972 - Urban population (% of total population);1972 - Merchandise exports (current US$);1972 - Merchandise imports (current US$);1972 - Population growth (annual %);1973 - GDP per capita growth (annual %);1973 - Energy use (kg of oil equivalent per capita);1973 - CO2 emissions (metric tons per capita);1973 - Final consumption expenditure (annual % growth);1973 - Industry (including construction), value added (annual % growth);1973 - Manufacturing, value added (annual % growth);1973 - Urban population (% of total population);1973 - Merchandise exports (current US$);1973 - Merchandise imports (current US$);1973 - Population growth (annual %);1974 - GDP per capita growth (annual %);1974 - Energy use (kg of oil equivalent per capita);1974 - CO2 emissions (metric tons per capita);1974 - Final consumption expenditure (annual % growth);1974 - Industry (including construction), value added (annual % growth);1974 - Manufacturing, value added (annual % growth);1974 - Urban population (% of total population);1974 - Merchandise exports (current US$);1974 - Merchandise imports (current US$);1974 - Population growth (annual %);1975 - GDP per capita growth (annual %);1975 - Energy use (kg of oil equivalent per capita);1975 - CO2 emissions (metric tons per capita);1975 - Final consumption expenditure (annual % growth);1975 - Industry (including construction), value added (annual % growth);1975 - Manufacturing, value added (annual % growth);1975 - Urban population (% of total population);1975 - Merchandise exports (current US$);1975 - Merchandise imports (current US$);1975 - Population growth (annual %);1976 - GDP per capita growth (annual %);1976 - Energy use (kg of oil equivalent per capita);1976 - CO2 emissions (metric tons per capita);1976 - Final consumption expenditure (annual % growth);1976 - Industry (including construction), value added (annual % growth);1976 - Manufacturing, value added (annual % growth);1976 - Urban population (% of total population);1976 - Merchandise exports (current US$);1976 - Merchandise imports (current US$);1976 - Population growth (annual %);1977 - GDP per capita growth (annual %);1977 - Energy use (kg of oil equivalent per capita);1977 - CO2 emissions (metric tons per capita);1977 - Final consumption expenditure (annual % growth);1977 - Industry (including construction), value added (annual % growth);1977 - Manufacturing, value added (annual % growth);1977 - Urban population (% of total population);1977 - Merchandise exports (current US$);1977 - Merchandise imports (current US$);1977 - Population growth (annual %);1978 - GDP per capita growth (annual %);1978 - Energy use (kg of oil equivalent per capita);1978 - CO2 emissions (metric tons per capita);1978 - Final consumption expenditure (annual % growth);1978 - Industry (including construction), value added (annual % growth);1978 - Manufacturing, value added (annual % growth);1978 - Urban population (% of total population);1978 - Merchandise exports (current US$);1978 - Merchandise imports (current US$);1978 - Population growth (annual %);1979 - GDP per capita growth (annual %);1979 - Energy use (kg of oil equivalent per capita);1979 - CO2 emissions (metric tons per capita);1979 - Final consumption expenditure (annual % growth);1979 - Industry (including construction), value added (annual % growth);1979 - Manufacturing, value added (annual % growth);1979 - Urban population (% of total population);1979 - Merchandise exports (current US$);1979 - Merchandise imports (current US$);1979 - Population growth (annual %);1980 - GDP per capita growth (annual %);1980 - Energy use (kg of oil equivalent per capita);1980 - CO2 emissions (metric tons per capita);1980 - Final consumption expenditure (annual % growth);1980 - Industry (including construction), value added (annual % growth);1980 - Manufacturing, value added (annual % growth);1980 - Urban population (% of total population);1980 - Merchandise exports (current US$);1980 - Merchandise imports (current US$);1980 - Population growth (annual %);1981 - GDP per capita growth (annual %);1981 - Energy use (kg of oil equivalent per capita);1981 - CO2 emissions (metric tons per capita);1981 - Final consumption expenditure (annual % growth);1981 - Industry (including construction), value added (annual % growth);1981 - Manufacturing, value added (annual % growth);1981 - Urban population (% of total population);1981 - Merchandise exports (current US$);1981 - Merchandise imports (current US$);1981 - Population growth (annual %);1982 - GDP per capita growth (annual %);1982 - Energy use (kg of oil equivalent per capita);1982 - CO2 emissions (metric tons per capita);1982 - Final consumption expenditure (annual % growth);1982 - Industry (including construction), value added (annual % growth);1982 - Manufacturing, value added (annual % growth);1982 - Urban population (% of total population);1982 - Merchandise exports (current US$);1982 - Merchandise imports (current US$);1982 - Population growth (annual %);1983 - GDP per capita growth (annual %);1983 - Energy use (kg of oil equivalent per capita);1983 - CO2 emissions (metric tons per capita);1983 - Final consumption expenditure (annual % growth);1983 - Industry (including construction), value added (annual % growth);1983 - Manufacturing, value added (annual % growth);1983 - Urban population (% of total population);1983 - Merchandise exports (current US$);1983 - Merchandise imports (current US$);1983 - Population growth (annual %);1984 - GDP per capita growth (annual %);1984 - Energy use (kg of oil equivalent per capita);1984 - CO2 emissions (metric tons per capita);1984 - Final consumption expenditure (annual % growth);1984 - Industry (including construction), value added (annual % growth);1984 - Manufacturing, value added (annual % growth);1984 - Urban population (% of total population);1984 - Merchandise exports (current US$);1984 - Merchandise imports (current US$);1984 - Population growth (annual %);1985 - GDP per capita growth (annual %);1985 - Energy use (kg of oil equivalent per capita);1985 - CO2 emissions (metric tons per capita);1985 - Final consumption expenditure (annual % growth);1985 - Industry (including construction), value added (annual % growth);1985 - Manufacturing, value added (annual % growth);1985 - Urban population (% of total population);1985 - Merchandise exports (current US$);1985 - Merchandise imports (current US$);1985 - Population growth (annual %);1986 - GDP per capita growth (annual %);1986 - Energy use (kg of oil equivalent per capita);1986 - CO2 emissions (metric tons per capita);1986 - Final consumption expenditure (annual % growth);1986 - Industry (including construction), value added (annual % growth);1986 - Manufacturing, value added (annual % growth);1986 - Urban population (% of total population);1986 - Merchandise exports (current US$);1986 - Merchandise imports (current US$);1986 - Population growth (annual %);1987 - GDP per capita growth (annual %);1987 - Energy use (kg of oil equivalent per capita);1987 - CO2 emissions (metric tons per capita);1987 - Final consumption expenditure (annual % growth);1987 - Industry (including construction), value added (annual % growth);1987 - Manufacturing, value added (annual % growth);1987 - Urban population (% of total population);1987 - Merchandise exports (current US$);1987 - Merchandise imports (current US$);1987 - Population growth (annual %);1988 - GDP per capita growth (annual %);1988 - Energy use (kg of oil equivalent per capita);1988 - CO2 emissions (metric tons per capita);1988 - Final consumption expenditure (annual % growth);1988 - Industry (including construction), value added (annual % growth);1988 - Manufacturing, value added (annual % growth);1988 - Urban population (% of total population);1988 - Merchandise exports (current US$);1988 - Merchandise imports (current US$);1988 - Population growth (annual %);1989 - GDP per capita growth (annual %);1989 - Energy use (kg of oil equivalent per capita);1989 - CO2 emissions (metric tons per capita);1989 - Final consumption expenditure (annual % growth);1989 - Industry (including construction), value added (annual % growth);1989 - Manufacturing, value added (annual % growth);1989 - Urban population (% of total population);1989 - Merchandise exports (current US$);1989 - Merchandise imports (current US$);1989 - Population growth (annual %);1990 - GDP per capita growth (annual %);1990 - Energy use (kg of oil equivalent per capita);1990 - CO2 emissions (metric tons per capita);1990 - Final consumption expenditure (annual % growth);1990 - Industry (including construction), value added (annual % growth);1990 - Manufacturing, value added (annual % growth);1990 - Urban population (% of total population);1990 - Merchandise exports (current US$);1990 - Merchandise imports (current US$);1990 - Population growth (annual %);1991 - GDP per capita growth (annual %);1991 - Energy use (kg of oil equivalent per capita);1991 - CO2 emissions (metric tons per capita);1991 - Final consumption expenditure (annual % growth);1991 - Industry (including construction), value added (annual % growth);1991 - Manufacturing, value added (annual % growth);1991 - Urban population (% of total population);1991 - Merchandise exports (current US$);1991 - Merchandise imports (current US$);1991 - Population growth (annual %);1992 - GDP per capita growth (annual %);1992 - Energy use (kg of oil equivalent per capita);1992 - CO2 emissions (metric tons per capita);1992 - Final consumption expenditure (annual % growth);1992 - Industry (including construction), value added (annual % growth);1992 - Manufacturing, value added (annual % growth);1992 - Urban population (% of total population);1992 - Merchandise exports (current US$);1992 - Merchandise imports (current US$);1992 - Population growth (annual %);1993 - GDP per capita growth (annual %);1993 - Energy use (kg of oil equivalent per capita);1993 - CO2 emissions (metric tons per capita);1993 - Final consumption expenditure (annual % growth);1993 - Industry (including construction), value added (annual % growth);1993 - Manufacturing, value added (annual % growth);1993 - Urban population (% of total population);1993 - Merchandise exports (current US$);1993 - Merchandise imports (current US$);1993 - Population growth (annual %);1994 - GDP per capita growth (annual %);1994 - Energy use (kg of oil equivalent per capita);1994 - CO2 emissions (metric tons per capita);1994 - Final consumption expenditure (annual % growth);1994 - Industry (including construction), value added (annual % growth);1994 - Manufacturing, value added (annual % growth);1994 - Urban population (% of total population);1994 - Merchandise exports (current US$);1994 - Merchandise imports (current US$);1994 - Population growth (annual %);1995 - GDP per capita growth (annual %);1995 - Energy use (kg of oil equivalent per capita);1995 - CO2 emissions (metric tons per capita);1995 - Final consumption expenditure (annual % growth);1995 - Industry (including construction), value added (annual % growth);1995 - Manufacturing, value added (annual % growth);1995 - Urban population (% of total population);1995 - Merchandise exports (current US$);1995 - Merchandise imports (current US$);1995 - Population growth (annual %);1996 - GDP per capita growth (annual %);1996 - Energy use (kg of oil equivalent per capita);1996 - CO2 emissions (metric tons per capita);1996 - Final consumption expenditure (annual % growth);1996 - Industry (including construction), value added (annual % growth);1996 - Manufacturing, value added (annual % growth);1996 - Urban population (% of total population);1996 - Merchandise exports (current US$);1996 - Merchandise imports (current US$);1996 - Population growth (annual %);1997 - GDP per capita growth (annual %);1997 - Energy use (kg of oil equivalent per capita);1997 - CO2 emissions (metric tons per capita);1997 - Final consumption expenditure (annual % growth);1997 - Industry (including construction), value added (annual % growth);1997 - Manufacturing, value added (annual % growth);1997 - Urban population (% of total population);1997 - Merchandise exports (current US$);1997 - Merchandise imports (current US$);1997 - Population growth (annual %);1998 - GDP per capita growth (annual %);1998 - Energy use (kg of oil equivalent per capita);1998 - CO2 emissions (metric tons per capita);1998 - Final consumption expenditure (annual % growth);1998 - Industry (including construction), value added (annual % growth);1998 - Manufacturing, value added (annual % growth);1998 - Urban population (% of total population);1998 - Merchandise exports (current US$);1998 - Merchandise imports (current US$);1998 - Population growth (annual %);1999 - GDP per capita growth (annual %);1999 - Energy use (kg of oil equivalent per capita);1999 - CO2 emissions (metric tons per capita);1999 - Final consumption expenditure (annual % growth);1999 - Industry (including construction), value added (annual % growth);1999 - Manufacturing, value added (annual % growth);1999 - Urban population (% of total population);1999 - Merchandise exports (current US$);1999 - Merchandise imports (current US$);1999 - Population growth (annual %);2000 - GDP per capita growth (annual %);2000 - Energy use (kg of oil equivalent per capita);2000 - CO2 emissions (metric tons per capita);2000 - Final consumption expenditure (annual % growth);2000 - Industry (including construction), value added (annual % growth);2000 - Manufacturing, value added (annual % growth);2000 - Urban population (% of total population);2000 - Merchandise exports (current US$);2000 - Merchandise imports (current US$);2000 - Population growth (annual %);2001 - GDP per capita growth (annual %);2001 - Energy use (kg of oil equivalent per capita);2001 - CO2 emissions (metric tons per capita);2001 - Final consumption expenditure (annual % growth);2001 - Industry (including construction), value added (annual % growth);2001 - Manufacturing, value added (annual % growth);2001 - Urban population (% of total population);2001 - Merchandise exports (current US$);2001 - Merchandise imports (current US$);2001 - Population growth (annual %);2002 - GDP per capita growth (annual %);2002 - Energy use (kg of oil equivalent per capita);2002 - CO2 emissions (metric tons per capita);2002 - Final consumption expenditure (annual % growth);2002 - Industry (including construction), value added (annual % growth);2002 - Manufacturing, value added (annual % growth);2002 - Urban population (% of total population);2002 - Merchandise exports (current US$);2002 - Merchandise imports (current US$);2002 - Population growth (annual %);2003 - GDP per capita growth (annual %);2003 - Energy use (kg of oil equivalent per capita);2003 - CO2 emissions (metric tons per capita);2003 - Final consumption expenditure (annual % growth);2003 - Industry (including construction), value added (annual % growth);2003 - Manufacturing, value added (annual % growth);2003 - Urban population (% of total population);2003 - Merchandise exports (current US$);2003 - Merchandise imports (current US$);2003 - Population growth (annual %);2004 - GDP per capita growth (annual %);2004 - Energy use (kg of oil equivalent per capita);2004 - CO2 emissions (metric tons per capita);2004 - Final consumption expenditure (annual % growth);2004 - Industry (including construction), value added (annual % growth);2004 - Manufacturing, value added (annual % growth);2004 - Urban population (% of total population);2004 - Merchandise exports (current US$);2004 - Merchandise imports (current US$);2004 - Population growth (annual %);2005 - GDP per capita growth (annual %);2005 - Energy use (kg of oil equivalent per capita);2005 - CO2 emissions (metric tons per capita);2005 - Final consumption expenditure (annual % growth);2005 - Industry (including construction), value added (annual % growth);2005 - Manufacturing, value added (annual % growth);2005 - Urban population (% of total population);2005 - Merchandise exports (current US$);2005 - Merchandise imports (current US$);2005 - Population growth (annual %);2006 - GDP per capita growth (annual %);2006 - Energy use (kg of oil equivalent per capita);2006 - CO2 emissions (metric tons per capita);2006 - Final consumption expenditure (annual % growth);2006 - Industry (including construction), value added (annual % growth);2006 - Manufacturing, value added (annual % growth);2006 - Urban population (% of total population);2006 - Merchandise exports (current US$);2006 - Merchandise imports (current US$);2006 - Population growth (annual %);2007 - GDP per capita growth (annual %);2007 - Energy use (kg of oil equivalent per capita);2007 - CO2 emissions (metric tons per capita);2007 - Final consumption expenditure (annual % growth);2007 - Industry (including construction), value added (annual % growth);2007 - Manufacturing, value added (annual % growth);2007 - Urban population (% of total population);2007 - Merchandise exports (current US$);2007 - Merchandise imports (current US$);2007 - Population growth (annual %);2008 - GDP per capita growth (annual %);2008 - Energy use (kg of oil equivalent per capita);2008 - CO2 emissions (metric tons per capita);2008 - Final consumption expenditure (annual % growth);2008 - Industry (including construction), value added (annual % growth);2008 - Manufacturing, value added (annual % growth);2008 - Urban population (% of total population);2008 - Merchandise exports (current US$);2008 - Merchandise imports (current US$);2008 - Population growth (annual %);2009 - GDP per capita growth (annual %);2009 - Energy use (kg of oil equivalent per capita);2009 - CO2 emissions (metric tons per capita);2009 - Final consumption expenditure (annual % growth);2009 - Industry (including construction), value added (annual % growth);2009 - Manufacturing, value added (annual % growth);2009 - Urban population (% of total population);2009 - Merchandise exports (current US$);2009 - Merchandise imports (current US$);2009 - Population growth (annual %);2010 - GDP per capita growth (annual %);2010 - Energy use (kg of oil equivalent per capita);2010 - CO2 emissions (metric tons per capita);2010 - Final consumption expenditure (annual % growth);2010 - Industry (including construction), value added (annual % growth);2010 - Manufacturing, value added (annual % growth);2010 - Urban population (% of total population);2010 - Merchandise exports (current US$);2010 - Merchandise imports (current US$);2010 - Population growth (annual %);2011 - GDP per capita growth (annual %);2011 - Energy use (kg of oil equivalent per capita);2011 - CO2 emissions (metric tons per capita);2011 - Final consumption expenditure (annual % growth);2011 - Industry (including construction), value added (annual % growth);2011 - Manufacturing, value added (annual % growth);2011 - Urban population (% of total population);2011 - Merchandise exports (current US$);2011 - Merchandise imports (current US$);2011 - Population growth (annual %);2012 - GDP per capita growth (annual %);2012 - Energy use (kg of oil equivalent per capita);2012 - CO2 emissions (metric tons per capita);2012 - Final consumption expenditure (annual % growth);2012 - Industry (including construction), value added (annual % growth);2012 - Manufacturing, value added (annual % growth);2012 - Urban population (% of total population);2012 - Merchandise exports (current US$);2012 - Merchandise imports (current US$);2012 - Population growth (annual %);2013 - GDP per capita growth (annual %);2013 - Energy use (kg of oil equivalent per capita);2013 - CO2 emissions (metric tons per capita);2013 - Final consumption expenditure (annual % growth);2013 - Industry (including construction), value added (annual % growth);2013 - Manufacturing, value added (annual % growth);2013 - Urban population (% of total population);2013 - Merchandise exports (current US$);2013 - Merchandise imports (current US$);2013 - Population growth (annual %);2014 - GDP per capita growth (annual %);2014 - Energy use (kg of oil equivalent per capita);2014 - CO2 emissions (metric tons per capita);2014 - Final consumption expenditure (annual % growth);2014 - Industry (including construction), value added (annual % growth);2014 - Manufacturing, value added (annual % growth);2014 - Urban population (% of total population);2014 - Merchandise exports (current US$);2014 - Merchandise imports (current US$);2014 - Population growth (annual %);2015 - GDP per capita growth (annual %);2015 - Energy use (kg of oil equivalent per capita);2015 - CO2 emissions (metric tons per capita);2015 - Final consumption expenditure (annual % growth);2015 - Industry (including construction), value added (annual % growth);2015 - Manufacturing, value added (annual % growth);2015 - Urban population (% of total population);2015 - Merchandise exports (current US$);2015 - Merchandise imports (current US$);2015 - Population growth (annual %);2016 - GDP per capita growth (annual %);2016 - Energy use (kg of oil equivalent per capita);2016 - CO2 emissions (metric tons per capita);2016 - Final consumption expenditure (annual % growth);2016 - Industry (including construction), value added (annual % growth);2016 - Manufacturing, value added (annual % growth);2016 - Urban population (% of total population);2016 - Merchandise exports (current US$);2016 - Merchandise imports (current US$);2016 - Population growth (annual %)
Afghanistan;;;0,046056713;;;;8,401;50000000;87000000;;;;0,053588835;;;;8,684;53000000;99000000;1,898475653;;;0,073720831;;;;8,976;58000000;116000000;1,965750511;;;0,074160725;;;;9,276;70000000;125000000;2,029893385;;;0,086173614;;;;9,586;64000000;124000000;2,090247673;;;0,101284912;;;;9,904;74000000;121000000;2,147566577;;;0,107398881;;;;10,233;67000000;128000000;2,171008785;;;0,123409532;;;;10,57;66000000;126000000;2,188107747;;;0,115142498;;;;10,918;72000000;114000000;2,254572124;;;0,086509857;;;;11,275;82000000;126000000;2,3847205;;;0,149651474;;;;11,643;86000000;114000000;2,536599489;;;0,165208321;;;;12,021;100000000;141000000;2,665192329;;;0,129995594;;;;12,41;122000000;164000000;2,714522752;;;0,135366588;;;;12,809;143000000;172000000;2,659115951;;;0,154503241;;;;13,219;230000000;243000000;2,47943603;;;0,167612356;;;;13,641;217000000;350000000;2,200780319;;;0,153557886;;;;14,074;291000000;261000000;1,98142011;;;0,181522166;;;;14,517;306000000;328000000;1,747838882;;;0,161894232;;;;14,973;321000000;395000000;1,281616595;;;0,167066411;;;;15,442;474000000;425000000;0,522259984;;;0,131782918;;;;15,995;670000000;841000000;-0,407546009;;;0,150614656;;;;16,562;694000000;886000000;-1,393544249;;;0,163103934;;;;17,147;708000000;962000000;-2,219656411;;;0,201224305;;;;17,747;729000000;1064000000;-2,712947662;;;0,231961346;;;;18,365;633000000;1390000000;-2,695480494;;;0,293956932;;;;18,997;567000000;1194000000;-2,20436802;;;0,267771904;;;;19,647;552000000;1404000000;-1,706772001;;;0,269229596;;;;20,314;512000000;996000000;-1,128040913;;;0,246823271;;;;20,998;395000000;900000000;0,116016612;;;0,233882195;;;;21,088;236000000;822000000;2,136354595;;;0,210643419;;;;21,177;235000000;936000000;4,476896508;;;0,183363552;;;;21,266;189000000;443000000;6,900156175;;;0,096196581;;;;21,355;181000000;398000000;8,546120196;;;0,085087108;;;;21,444;688000000;465000000;8,790888641;;;0,075806494;;;;21,534;105000000;391000000;7,659777033;;;0,068639862;;;;21,624;166000000;387000000;5,884256812;;;0,062434611;;;;21,714;128000000;661000000;4,019468195;;;0,056642345;;;;21,805;144000000;604000000;2,636538892;;;0,052763218;;;;21,895;159000000;462000000;1,94731853;;;0,04072254;;;;21,986;166000000;1012000000;2,17043897;;;0,037234781;;;;22,078;137000000;1176000000;2,975052846;;;0,037846136;;;;22,169;68000000;1696000000;3,902805701;;;0,047377324;;;;22,261;100000000;2452000000;4,496719561;3,868361903;;0,051255589;;10,26969289;3,697850005;22,353;144000000;2101000000;4,668361494;-2,875183528;;0,037075331;;17,47607596;4,160772741;22,5;305000000;2177000000;4,321539296;7,207933018;;0,051743965;;12,9917235;3,279537412;22,703;384000000;2471000000;3,682731797;2,253357413;;0,062427532;;13,66754349;3,194607928;22,907;416000000;2744000000;2,990478094;11,02277394;;0,083892806;;7,633126229;4,537191748;23,113;454000000;3022000000;2,493842299;1,59421129;;0,151720912;;5,741817818;2,346235356;23,32;540000000;3020000000;2,268277145;18,51536871;;0,238398541;;6,107141199;5,296290202;23,528;403000000;3336000000;2,397020991;11,26413324;;0,28998763;;6,270601364;3,840391456;23,737;388000000;5154000000;2,74657628;-2,681080849;;0,406424217;;9,807670426;3,057431268;23,948;376000000;6515000000;3,143125903;8,974879568;;0,345148783;;6,394070954;6,03590683;24,16;429000000;9069000000;3,407586974;1,974168629;;0,280454641;;5,060990731;2,28586196;24,373;515000000;8554000000;3,494589049;-0,665270518;;0,253727945;;2,765780484;-1,83650258;24,587;570000000;7729000000;3,355581661;-1,622886672;;0,262555711;;4,171121337;0,409391083;24,803;571000000;7723000000;3,077083595;-0,541697283;;0,245101422;;-0,765914445;1,087939531;25,02;596000000;6534000000;2,778317409
